가구별 일련번호,가구구분,가구원수,취업인원수,노인가구,모자가구,맞벌이가구,일반가구,세대구분,배우자유무,가구주_가구주와의 관계,가구주_성별,가구주_연령,가구주_학력,가구주_취업여부,가구주_산업코드,가구주_직업코드,가구주_종사상지위,취업배우자,학업배우자,기타배우자,취업자녀수,학업자녀수,기타자녀수,거처구분,자동차 보유댓수(휘발유+경우+LPG),입주형태,월세평가액,전세보증금,월세,주거용 전용면적,주택소유구분,가중치(weight),소득10분위코드(전국_전체가구),소득10분위코드(전국_근로자가구),소득10분위코드(전국_근로자외가구),소득10분위코드(도시_전체가구l),소득10분위코드(도시_근로자가구),소득10분위코드(도시_근로자외가구),소득구간,가계지출,소비지출,01. 식료품 · 비주류음료,곡물,곡물가공품,빵 및 떡류,육류,육류가공품,신선수산동물,염건수산동물,기타수산동물가공,유제품 및 알,유지류,과일 및 과일가공품,채소 및 채소가공품,해조 및 해조가공품,당류 및 과자류,조미식품,기타식품,커피 및 차,쥬스 및 기타음료,02. 주류 · 담배,주류,담배,03. 의류 · 신발,직물 및 외의,내의,기타의복,의복관련서비스,신발,신발서비스,04. 주거 · 수도 · 광열,실제주거비,주택유지 및 수선,상하수도 및 폐기물처리,기타주거관련서비스,연료비,05. 가정용품 · 가사서비스,가구 및 조명,실내장식,가구·조명 및 장식서비스,가정용 섬유,가전 및 가정용기기,가전관련서비스,가사용품,가정용공구 및 기타,가사소모품,가사서비스,06. 보건,의약품,의료용소모품,보건의료용품 및 기구,외래의료서비스,치과서비스,기타의료서비스,입원서비스,07. 교통,자동차구입,기타운송기구구입,운송기구유지 및 수리,운송기구 연료비,기타개인교통서비스,철도운송,육상운송,기타운송,기타교통관련서비스,08. 통신,우편서비스,통신장비,통신서비스,09. 오락·문화,영상음향기기,사진광학장비,정보처리장치,기록매체,영상음향 및 정보기기수리,오락문화 내구재,악기기구,오락문화내구재 유지 및 수리,장난감 및 취미용품,캠핑 및 운동관련용품,화훼관련용품,애완동물관련물품,화훼 및 애완동물서비스,운동 및 오락서비스,문화서비스,복권,서적,기타인쇄물,문구,단체여행비,10. 교육,정규교육,초등교육,중등교육,고등교육,학원 및 보습교육,학생학원교육,성인학원교육,기타교육,11. 음식·숙박,식사비,숙박비,12. 기타 상품 및 서비스,이미용서비스,이미용 기기,위생 및 이미용용품,시계 및 장신구,기타개인용품,복지시설,보험,기타금융,기타서비스,비소비지출,경상조세,비경상조세,연금 기여금,사회보험,이자비용,가구간 이전지출,비영리단체로 이전,도시/읍면부 구분,연차구분,engel,freetime,happy,years,,,
2589,1,1,1,0,0,0,1,1,3,1,2,25,6,1,J,5,1,0,0,0,0,0,0,2,0,1,927,0,0,97,1,354.1836,3,2,,3,2,,3,1700415,1444905,64700,0,3000,0,7900,0,0,0,0,29800,0,0,0,0,24000,0,0,0,0,5500,5500,0,0,0,0,0,0,0,0,139920,0,0,19520,74900,45500,215220,0,0,0,0,215200,0,0,0,20,0,11800,0,11800,0,0,0,0,0,52650,0,0,0,0,0,46250,6400,0,0,513400,0,473000,40400,47110,0,0,0,0,0,0,0,0,0,0,0,32950,0,11660,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330979,330979,0,63626,0,0,18900,0,0,0,226,0,44500,255510,28900,0,86620,84990,0,0,55000,1,1,4.5,3.3,72.8,1,,,
2598,1,1,1,0,0,0,1,1,3,1,1,28,5,1,J,2,1,0,0,0,0,0,0,6,1,2,850,0,0,53,2,1912.5405,8,7,,7,7,,6,2471875,1611830,30995,0,3283,4867,0,0,0,0,808,5783,0,3133,1333,0,8153,1000,0,0,2633,0,0,0,70050,42983,0,0,0,27067,0,1066076,849321,0,7283,108073,101398,1438,0,0,0,0,0,0,0,0,1438,0,71667,16667,0,55000,0,0,0,0,110465,0,0,2132,100000,8333,0,0,0,0,63637,0,7885,55752,48205,0,0,16647,5625,10900,0,0,0,3750,0,0,0,0,0,11283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134717,134717,0,14581,0,0,1517,0,0,0,13064,0,0,860045,219525,0,122760,119760,0,16667,381333,1,1,1.9,3,155.5,1,,,
2655,1,4,2,0,0,1,0,2,1,1,1,50,6,1,J,9,1,0,0,0,0,0,0,2,1,1,700,0,0,110,1,1852.3154,8,8,,8,8,,7,1253225.75,824677.75,124931.25,0,5178.75,11015,26398,5778.25,13395.75,3423,1884.5,14427.5,245.75,11722,6645.5,2217.5,8251.75,2380.75,7091.25,1469.25,3406.75,5862,5862,0,28750.5,6179.25,11095,1893,1604.25,7979.25,0,54420.75,0,15058.25,5239.25,21541.25,12582,98849.5,2916.75,1787.5,0,1500,80051.75,2312.5,412.5,3391.75,4393.75,2083.25,50075.75,10329.5,2403.25,0,28267.75,312.5,0,8762.5,61175.25,0,0,2750,36560.75,1175,0,19856.25,0,833.25,36656.25,0,0,36656.25,60188.5,0,0,0,0,0,0,0,0,2036.75,5616.75,1250,162.5,0,18290.75,21441,0,8266.75,0,3124.25,0,56333.25,0,0,0,0,54666.75,54666.75,0,1666.75,181292.5,181292.5,0,66142.25,13125,0,4965,0,0,0,47802.25,0,250,428548,66526.75,0,137925,46650,45833.25,18750,112863,1,6,15.1,7.3,48.2,6,,,
2943,1,3,1,0,0,0,1,2,1,1,1,36,4,1,J,7,1,0,0,0,0,0,0,2,1,1,800,0,0,105,1,1577.6019,4,3,,4,3,,3,754061.3333,647020,78228,2433.333333,1681.666667,9849,699.6666667,0,333.3333333,0,1080,36939.33333,0,2926.666667,629.3333333,0,3013,934,5842,6080,5786.666667,14004.33333,1282.333333,12722.33333,28257.66667,22294.33333,0,4195.666667,0,1767.666667,0,52387.66667,0,366.6666667,8046,22064,21911,107354.3333,7915,0,3055.666667,27667,3753.666667,0,16913,4025.666667,6136,37889,66204,21114,14776,544.3333333,24336,5433.333333,0,0,55865.66667,0,0,0,54444.33333,694.3333333,0,726.6666667,0,0,33861,0,0,33861,30945.66667,0,0,0,0,0,0,0,0,4283.333333,1862.333333,83.33333333,0,0,0,23750,0,0,855.6666667,111,0,0,0,0,0,0,0,0,0,0,132731.6667,132731.6667,0,47180.66667,666.6666667,0,11408.33333,634.3333333,627.6666667,1389,30788,0,1666.666667,107041,28700,0,37230,33333.33333,0,2777.666667,5000,1,3,12.1,4.8,39.6,3,,,
2959,1,4,1,0,0,0,1,2,1,1,1,48,6,1,J,7,1,0,0,0,0,0,0,2,2,4,870,250000,0,85,2,2271.431,9,9,,9,9,,8,1563206.75,1025408.25,143561.5,3235,8048.75,14700.25,21191,8722.5,607.5,545,3637.25,8412.5,1051.75,9445.25,6454.25,1873.75,22907.5,1201,9716,7061.75,14750.5,13504.5,4839.5,8665,54253,37322,7035,25,0,9871,0,81540.5,0,0,19504.25,37004.5,25031.75,27297,4759,0,0,543.25,2282.5,5975,3396,901.5,9439.75,0,26724,6234.75,4149.25,1325,5402.5,9612.5,0,0,88203.5,0,0,13901.25,55282.25,2635,1755,14417.5,0,212.5,32672.75,68,2922.5,29682.25,86099.5,0,1247,2275,0,0,0,0,0,1290.75,18765.5,1825,0,0,24900,13144.5,0,9559,0,3092.75,10000,283650,0,0,0,0,283650,283650,0,0,108933,108933,0,78968.75,7800,0,12345.25,1978,7202,0,49643.5,0,0,537798.5,187893,0,52852.5,97079.25,116973.75,28750,54250,1,5,14,8.4,60,5,,,
3062,2,5,2,0,0,1,0,2,1,1,1,47,4,1,J,2,5,0,0,0,0,0,0,2,1,1,500,0,0,59,1,311.8519,7,,8,6,,8,5,1709090.4,1539698.4,42522,540,4530,4220,11100,0,0,0,256,836,460,4056,220,0,14128,0,1000,0,1176,0,0,0,0,0,0,0,0,0,0,105942,0,60000,4510,11856,29576,1000000,0,0,0,0,1000000,0,0,0,0,0,12240,7340,0,0,4900,0,0,0,100360,0,0,52360,48000,0,0,0,0,0,27947,0,0,27947,21248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,18748,0,0,0,101236,0,0,0,0,62000,62000,0,39236,103360,103360,0,24843.4,0,0,0,0,0,0,24843.4,0,0,169392,87700,0,41570,38122,0,0,2000,1,5,2.8,1.4,50,5,,,
3154,1,4,2,0,0,1,0,2,1,1,1,44,6,1,J,2,1,0,0,0,0,0,0,1,1,4,400,68000,0,54,2,1119.538,9,9,,9,9,,8,1015614.5,539990.75,67572.25,1500,3085.75,12798.75,8110.75,4398.25,0,3937.5,1035,2073.25,0,2705.75,12543.75,609.5,10549,593.75,1804.5,0,1827.5,17518.75,925,16593.75,32889.25,14376.75,1743.75,243.75,0,16525,0,24421.5,0,0,4249.5,6019,14153,26099.5,0,0,0,0,14687.5,4975,1798.75,0,4638.25,0,5487.5,425,0,0,3156.25,1906.25,0,0,32750,0,0,0,0,62.5,0,13937.5,18750,0,34973.75,0,0,34973.75,68636,0,0,0,712.5,0,0,0,0,7003.25,3300,0,0,0,2375,52627.25,0,1243.75,0,1374.5,0,125923.25,0,0,0,0,86017,86017,0,39906.25,82175,82175,0,21544.5,4750,0,10778.25,0,200,0,4829,0,987.5,475623.75,55000,218750,72135,72488.75,0,50000,7250,1,5,12.5,12.7,101.6,5,,,
3168,2,5,1,0,0,0,1,2,1,1,1,37,6,1,J,7,5,0,0,0,0,0,0,1,1,4,350,100000,0,99,2,614.3957,9,,10,9,,9,7,1147105.2,465882.2,77462.8,0,9539,9040,9457,2396,0,0,138,12859,614,4738,2609,150,14020.8,600,4648,657,5997,0,0,0,42895,19127,17536,1482,3350,300,1100,29296.4,0,0,9524.4,2600,17172,46696,100,300,0,13902,300,15940,4225,2500,9429,0,35292.4,10686,7647.4,839,15360,760,0,0,12574,0,0,400,7000,1674,0,2920,0,580,27755.8,558,0,27197.8,29309,2874,0,200,2000,0,0,6505,0,9206,600,0,0,0,1754,2890,0,1530,0,1750,0,58818,43732,43732,0,0,15086,15086,0,0,30280,30280,0,75503,3900,10258,24314,1710,0,13000,20761,0,1560,681223,10796,7610,0,0,40017,420000,202800,1,3,16.6,6.3,37.8,3,,,
3204,2,1,1,0,0,0,1,1,3,1,2,27,6,1,J,2,5,0,0,0,0,0,0,6,0,6,490,5000,470,35,2,1456.2275,10,,10,10,,10,8,8527145,7227458,258566,0,30316,33418,14148,10308,4720,3558,4392,3098,798,8996,6928,620,55628,4196,30302,16670,30470,56276,56276,0,430512,251668,73000,4078,23286,78480,0,631552,470000,600,12042,63470,85440,74114,12876,1000,0,6360,1000,0,17478,3580,31820,0,2528449,128496,12130,743,2387080,0,0,0,1204748,1120000,0,0,18000,0,3700,31596,0,31452,99600,1720,1000,96880,207689,0,0,0,0,0,0,0,0,620,0,0,97334,20680,3280,78361,0,0,0,7414,0,0,0,0,0,0,0,0,0,0,741626,741626,0,994326,237000,13400,421894,25474,54360,0,65038,0,177160,1299687,0,6400,0,0,11877,1265411,16000,1,1,3.6,2.9,80.3,1,,,
3294,1,1,1,0,0,0,1,1,3,1,2,23,6,1,J,2,1,0,0,0,0,0,0,1,0,2,350,0,0,20,2,977.5577,3,2,,3,2,,3,1890875,1330915,126130,0,6625,13575,7975,1990,0,0,945,26063,760,1945,3620,0,10908,1038,8895,2353,39440,18530,18530,0,95620,87500,0,3970,0,4150,0,401353,350000,0,4238,30000,17115,14350,0,1975,0,0,0,0,0,0,12375,0,158910,25883,3603,10000,119425,0,0,0,55880,0,0,0,0,0,29650,26230,0,0,37248,0,0,37248,16623,0,0,3098,0,0,0,0,0,3600,0,0,0,0,0,9500,0,0,300,125,0,17500,0,0,0,0,17500,0,17500,0,176480,176480,0,212293,7500,4475,82885,4158,106750,0,0,0,6525,559960,44000,0,79110,74350,0,362500,0,1,1,9.5,1.2,13.2,1,,,
3295,1,1,1,0,0,0,1,1,3,1,1,29,7,1,J,2,1,0,0,0,0,0,0,1,1,4,400,42000,0,20,2,977.5577,8,8,,8,8,,7,1965795,1322250,94955,0,2138,35168,0,0,0,0,3825,3990,0,0,0,0,8700,0,4948,1875,34313,0,0,0,417545,375940,4373,2875,5575,28783,0,54113,0,0,4203,30000,19910,21260,0,0,0,3750,0,0,0,1300,16210,0,37970,22470,0,0,15500,0,0,0,253420,0,0,62595,85000,25350,50900,12600,14075,2900,114652,0,39000,75652,28874,0,0,1285,0,0,0,0,0,0,0,10000,0,0,1250,14339,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,232125,232125,0,67337,2000,0,41710,3998,0,0,19304,325,0,643545,107943,8000,150790,240980,85833,50000,0,1,2,7.2,2.2,30.4,2,,,
3298,1,1,1,0,0,0,1,1,3,1,1,26,5,1,J,2,1,0,0,0,0,0,0,1,1,2,350,0,0,20,2,726.2674,4,3,,4,3,,3,1487017,1084063,69263,0,2483,20017,5253,0,0,0,0,6050,0,0,0,0,22300,0,6993,1633,4533,26950,3000,23950,29633,28000,0,1633,0,0,0,402903,350000,0,6973,30000,15930,5533,0,0,0,0,0,0,0,2267,3267,0,18467,9133,0,0,3867,5467,0,0,105267,0,0,0,103333,433,0,0,0,1500,50857,1467,0,49390,19190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328667,328667,0,27333,8000,0,19333,0,0,0,0,0,0,402953,121803,0,110250,104233,0,66667,0,1,1,6.4,1.8,27.7,1,,,
3347,2,3,1,0,0,0,1,2,1,1,1,45,6,1,J,2,5,0,0,0,0,0,0,2,2,1,900,0,0,85,1,821.805,6,,8,6,,7,5,1763758.333,1378553,90491.66667,0,622.3333333,8219,44955.66667,1386.666667,0,0,844.3333333,8595,1110,15069,2677.666667,467.6666667,2222.333333,577.6666667,0,1811,1933.333333,6873.333333,6873.333333,0,67492.33333,46074.33333,3973.333333,0,5333.333333,12111,0,57430,0,0,7123,31478.33333,18828.66667,66333.33333,0,0,0,0,0,0,65555.66667,0,777.6666667,0,7777.666667,1822.333333,2666.666667,0,3289,0,0,0,146567.6667,0,0,7777.666667,124367.6667,5411,6489,2522.333333,0,0,40754.66667,0,0,40754.66667,41624.33333,0,0,0,0,0,0,0,0,2370,0,0,0,0,13111,24210,0,0,0,1933.333333,0,564111,306666.6667,306666.6667,0,0,257444.3333,257444.3333,0,0,231489,231489,0,57607.66667,2222.333333,0,13755.66667,0,0,0,41629.66667,0,0,385205.6667,25555.66667,0,36743.33333,112906.6667,0,200000,10000,1,5,6.6,3,46,5,,,
3364,1,1,1,0,0,0,1,1,3,1,1,30,6,1,J,2,1,0,0,0,0,0,0,1,1,4,230,30000,0,16,2,2335.4982,3,2,,3,2,,3,1827959,1448233,137386,0,10196,9739,409,775,1063,563,503,8859,0,2009,3073,873,12269,1056,3281,7725,74996,17656,17656,0,87089,82751,1350,625,1250,625,488,56523,0,0,6446,25375,24701,18796,1250,0,0,0,3475,0,5039,1500,7533,0,20263,1250,0,0,19013,0,0,0,228974,0,0,106814,78924,15531,14050,13655,0,0,173776,0,77663,96114,127781,0,0,0,1700,0,0,0,0,6500,12375,0,47310,0,7750,51396,0,0,0,750,0,0,0,0,0,0,0,0,0,0,454816,449441,5375,125173,12250,0,21829,2915,1050,0,77530,1875,7725,379726,57819,0,80178,75018,0,143750,22963,1,2,9.5,8.8,93,2,,,
3366,1,1,1,0,0,0,1,1,3,1,1,26,6,1,J,2,1,0,0,0,0,0,0,1,0,6,314,2000,300,20,2,2586.7885,3,2,,3,2,,3,1346338,1136302,67537,1100,6252,3544,6842,6496,0,0,1047,2321,310,6276,2989,884,2188,4558,10763,6344,5623,42618,6284,36333,26873,12880,0,0,771,13222,0,362534,300000,0,6977,25000,30558,12247,444,0,0,0,3946,0,5000,222,2634,0,13394,3928,767,0,8700,0,0,0,31354,0,0,0,0,0,4778,14549,10439,1589,74614,0,44111,30503,267659,20000,0,192796,1444,0,0,0,0,333,0,1111,1347,4278,10867,17316,5444,10967,0,1756,0,0,0,0,0,0,0,0,0,0,210311,207611,2700,27160,18444,0,7560,0,1100,0,0,56,0,210036,23633,0,77856,71991,0,16556,20000,1,1,5.9,23.6,396.3,1,,,
3473,1,3,2,0,0,1,0,2,1,1,1,42,6,1,J,2,1,0,0,0,0,0,0,2,1,1,1200,0,0,125,1,2289.6104,9,8,,9,8,,7,1602568.667,1091416.333,177195,7808.333333,6572.666667,12186.66667,16355,6944.666667,8143.333333,2241.333333,1492,21225.66667,1578,18475,7932,1644.666667,17811.33333,1698.333333,31408.66667,6302.666667,7375,26412.66667,25141.66667,1271,51876,33271.33333,1409.333333,2988.666667,9750,4456.666667,0,142614.6667,0,0,10759.33333,91359.66667,40496,94607,14663.33333,3789.333333,458.3333333,35057.66667,19940,250,11028.33333,3384.666667,6036,0,80131.33333,16852,20092.66667,9124.333333,34062.66667,0,0,0,89155.66667,0,0,18279.33333,41377.33333,10466,2708.333333,5396,7283.333333,3646,29046,0,0,29046,41781.66667,0,0,0,2151.666667,0,0,0,0,16674.66667,0,0,0,0,2887.666667,17788.66667,312.6666667,562.6666667,0,1404.333333,0,1080,0,0,0,0,1080,1080,0,0,128192,121525.3333,6666.666667,229325,14791.66667,508.3333333,12281.66667,275,3287.666667,22458.33333,45401.66667,0,130321,511152.3333,68783,0,54661.66667,58485.33333,155480.6667,144575,29166.66667,1,4,16.2,3.8,23.6,4,,,
3634,1,1,1,0,0,0,1,1,3,1,2,55,4,1,J,3,1,0,0,0,0,2,1,1,0,7,208,0,100,30,1,520.501,8,8,,8,8,,6,4518179,2472706,206590,37500,24990,15500,0,12745,13490,0,8390,5440,0,29400,21385,4950,0,6450,1490,11260,13600,0,0,0,86100,82350,0,3750,0,0,0,133000,100000,0,13000,0,20000,66760,0,0,0,0,0,0,28350,2620,35790,0,518850,497800,17450,0,3600,0,0,0,85550,0,0,0,0,0,29200,56350,0,0,74000,0,0,74000,248400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248400,0,0,0,0,0,571500,0,0,0,0,571500,571500,0,0,313250,313250,0,168706,7000,19500,62250,0,0,0,79956,0,0,2045473,286815,0,218700,294890,126027,725000,394041,1,6,8.4,10,120.2,6,,,
3746,1,4,2,0,0,1,0,2,1,1,1,51,6,1,J,2,1,0,0,0,0,0,1,2,2,1,700,0,0,84,1,1124.2769,10,10,,10,10,,8,1544633.5,1059465.5,134563,873.75,3123.75,8917,57533.5,5918.75,4493.75,3112.5,750,8098.25,618.25,11547.25,6282.25,480,9870.75,0,9197,1200,2547,4385,4385,0,184594.5,169588.25,2362.5,3422,9222,0,0,55990.5,0,4375,8600.25,19143.25,23871.75,21577.5,17850,687.5,0,0,0,0,487.5,0,2552.5,0,41825,19980.75,3469.5,0,18375,0,0,0,78175.75,0,0,1243.75,71250,1875,0,3807,0,0,63291.5,611.25,68.5,62611.75,135993.75,0,0,0,0,1973.75,0,0,0,500,6375,1906.25,29314.5,31281.25,17162.5,31250,0,5230.75,5625,5375,0,18062.5,0,0,0,0,18062.5,0,18062.5,0,181878.25,153565.75,28312.5,139129,39812.5,0,30471.25,875,4187.5,0,59701.5,0,4081.25,485168,239435,59870,54675,77399.5,17395,25625,10768.75,1,6,12.7,12.8,101.1,6,,,
3772,2,3,1,0,0,0,1,2,3,1,1,47,6,1,J,2,5,0,0,0,0,0,0,2,1,1,422,0,0,71,1,1343.5322,7,,8,6,,8,5,805120.3333,719123,278836.3333,24072.33333,9582.666667,10750,21646.33333,9959.333333,19020.66667,6838.333333,8217.666667,18924.33333,3887.666667,63195.33333,45221.66667,6741.666667,12480,7468.333333,5562.333333,2821,2446.666667,39405,544,38861,7605.666667,5500,0,1605.666667,500,0,0,68854.66667,0,861,6374,35217,26402.66667,6052.333333,0,0,0,0,4389,0,0,0,1441,222.3333333,955.6666667,872.3333333,0,0,83.33333333,0,0,0,74000,0,0,0,50555.66667,2277.666667,0,333.3333333,20666.66667,166.6666667,31547.33333,0,0,31547.33333,34609.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,13500,18515.33333,0,0,0,2594.333333,0,0,0,0,0,0,0,0,0,0,158855.6667,158855.6667,0,18401.33333,15055.66667,0,2595.666667,0,611,0,139,0,0,85997.33333,25474.33333,0,37325,23197.66667,0,0,0,1,5,38.8,4.8,12.4,5,,,
3879,1,2,2,0,0,1,0,1,1,1,1,35,6,1,J,2,1,0,0,0,0,0,0,2,2,4,560,120000,0,59,1,363.3565,7,7,,7,7,,6,1169331.5,808435.5,106921,0,7684,8740,25853,1598,400,0,888,4614,0,25534,6471,2558,6566,6794,7209,390,1622,1266,1266,0,74268,62804,941,600,0,9923,0,88249,0,0,13507,52698,22044,14252,0,0,0,0,1790,9450,700,660,1652,0,47644,25759,1655,4000,16230,0,0,0,79435,0,0,1250,74900,2880,0,155,0,250,79019,227,25182,53610,53183,0,0,21342,2380,0,0,0,0,7486,0,3000,0,0,0,13835,2000,2000,0,1140,0,0,0,0,0,0,0,0,0,0,140880,130380,10500,123318,3000,0,27917,8440,0,0,75961,0,8000,360896,104892,76644,78770,58590,0,42000,0,1,3,13.2,6.6,49.7,3,,,
3910,1,4,3,0,0,1,0,2,1,1,1,55,7,1,J,2,1,0,0,0,0,0,0,2,1,4,800,200000,0,106,1,368.3779,10,10,,10,10,,8,2060184,1190416.5,173335.5,7923.25,11648.5,15978.25,31322.5,8673,19182.5,624.5,9956.25,14410.75,2351.25,9779.5,14581,1013.25,13228,1478.75,4407,1568.75,5209.5,8950.75,8950.75,0,64119.5,44266.25,1543.75,2640,606.25,15063.25,0,60418.75,0,0,15873.75,29782,14763.25,24757,0,493.75,0,1968.75,9062.5,5987.5,3304.5,187.5,3752.5,0,23240.75,5931.25,772,7156.25,9381.25,0,0,0,93074.5,0,0,7412,50562.5,11900,10950,6718.75,5281.25,250,28129.75,167.5,0,27962.25,93687.5,218.75,0,0,0,0,0,0,0,0,0,0,0,0,76956.25,11328.75,0,3140,0,2043.75,0,348180,19106.25,0,19106.25,0,323750,323750,0,5323.75,223345,223345,0,49178.25,10743.75,0,7528.5,2781.25,180.75,0,27944.25,0,0,869767.5,310855,0,77761.25,89601.25,201987.5,78125,111437.5,1,6,14.6,7.9,54,6,,,
3939,1,4,3,0,0,1,0,2,1,1,1,50,6,1,J,3,1,0,0,0,0,0,0,2,2,1,550,0,0,85,1,475.2544,10,10,,10,10,,8,1580352.25,998745.25,168267.5,9610.5,9087.5,5374.25,31627.75,4826.5,5912.5,9063.75,7863,12804,2635,15210.25,12317,3348,8253,4832,15493.5,5659.5,4350,36867,2950.5,33916.75,36998,21708,4179.25,3113.75,2875,5122,0,49124.25,0,104.25,8137.5,24091.25,16791.25,30790,6929.25,0,0,1945,0,10008.25,1597.5,3879.25,6430.75,0,136259.75,60691.75,0,997.25,68741.75,5829.25,0,0,91213.25,0,0,22933.75,36666.75,0,316.75,16702.5,14593.75,0,28603,0,1685.75,26917.25,65533.5,412.5,0,11250,0,7500,0,750,0,0,0,0,9833.25,0,6041.75,20353,0,5446.25,0,1613.25,2333.25,145385,25475,0,25475,0,116250,116250,0,3660,126969.25,126969.25,0,82734.75,8166.75,5416.75,28896.25,6132.75,3250,0,29268.25,0,1604.25,581607,177752.5,0,73880.75,96598.75,0,65833.25,167541.75,1,6,16.8,6.6,38.9,6,,,
3973,1,3,1,0,0,0,1,2,1,1,1,45,6,1,J,2,1,0,0,0,0,0,0,2,1,4,300,190000,0,59,2,326.8123,9,8,,9,8,,7,1137513.667,649111.3333,115949,4875,5377.666667,21051.66667,7351,6976,1973.333333,0,1696,7195,900,3755,3655,582.6666667,18458.33333,2096,14355,6539.666667,9112.666667,28101,4351,23750,32731,19933.33333,0,2056,2533.333333,8208.333333,0,48840,0,0,6466,23585,18789.33333,18924.33333,2083.333333,1033.333333,0,0,0,12833.33333,166.6666667,0,2807.666667,0,21416.66667,225,700,0,20491.66667,0,0,0,66656.66667,0,0,8158.333333,34820,666.6666667,0,23011.66667,0,0,48977.66667,0,0,48977.66667,121791,0,0,0,0,0,0,0,0,0,12500,0,4154.333333,4166.666667,92880,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111375,111375,0,34349.66667,3750,0,6758.333333,1140,0,0,20201.33333,0,2500,488402.6667,184266.6667,0,72900,93141,48761.66667,75000,14333.33333,1,5,17.9,18.8,105,5,,,
4117,2,2,1,0,0,0,1,2,3,1,1,51,5,1,J,5,7,0,0,0,0,0,0,2,1,6,550,5000,450,59,2,756.1508,6,,7,,,,4,1607234,1444180,339189,14125,10284.5,7269,77489,16673.5,28745,5909,14773.5,9739,1539,66518.5,35587,3830,7123,18156.5,10597.5,1895,8935,66680,15020,51660,81889,61970,2640,7339,1700,7240,1000,323710,225000,0,8262,38924.5,51523.5,16783,2900,0,0,1995,4750,0,2975,865,2748,550,74990,48190,475,3400,22925,0,0,0,122142.5,0,0,23120,70250,9920,0,627.5,18000,225,71999.5,168.5,21720,50111,81794,0,0,35100,0,0,0,0,0,2400,7150,1200,0,0,0,7984.5,5000,1200,0,759.5,21000,0,0,0,0,0,0,0,0,0,166449.5,166449.5,0,98554,18300,0,26537.5,1950,0,0,51666.5,100,0,163054,71799,0,35375,20180,0,25000,10700,0,6,23.5,5.7,24.1,6,,,
4146,1,1,1,0,0,0,1,1,3,1,1,29,6,1,J,2,1,0,0,0,0,0,0,2,0,6,600,10000,400,43,2,7489.2168,3,2,,3,2,,2,1590383,1229532,11391,0,494,3625,0,1800,0,0,0,448,0,0,0,0,1025,0,250,50,3700,30933,30370,563,44175,28413,0,6875,0,8888,0,502219,400000,0,17770,60857,23592,650,0,0,0,0,0,0,0,0,650,0,4625,0,0,4625,0,0,0,0,88750,0,0,1250,0,0,0,1600,85775,125,26780,0,0,26780,13758,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,9058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437800,437800,0,68451,64875,0,2100,0,1250,0,226,0,0,360851,28599,0,74771,79981,0,177500,0,1,2,0.9,1.1,120.8,2,,,
4178,1,4,2,0,0,1,0,2,1,1,1,37,6,1,J,3,1,0,0,0,0,0,0,2,2,1,1530,0,0,155,1,1121.8456,10,9,,10,9,,8,1514123.75,1130341.25,100472.5,0,3812.5,6192.5,21685,7632.5,4880,0,1865,13672.5,0,15347.5,1637.5,0,14742.5,2947.5,745,3277.5,2035,8265,7140,1125,0,0,0,0,0,0,0,69167.5,0,0,8817.5,37700,22650,308097.5,0,0,0,0,0,7475,0,0,622.5,300000,17625,6375,0,0,11250,0,0,0,107537.5,0,0,0,100000,5962.5,0,1575,0,0,22284.25,0,0,22284.25,81424.75,0,0,0,0,0,0,0,0,6475,0,0,0,0,62425,7399.75,0,0,5125,0,0,181250,124500,124500,0,0,56750,56750,0,0,181645,181645,0,52572.25,14250,0,8797.5,0,0,0,29524.75,0,0,383782.5,40870,0,65210,51452.5,225000,0,1250,1,3,8.9,7.2,81,3,,,
4302,1,3,2,0,0,1,0,2,1,1,1,47,4,1,J,7,1,0,0,0,0,0,0,2,1,1,1175,0,0,85,1,786.505,8,7,,7,7,,6,693357.6667,482164.3333,198178.3333,16600,15456.66667,14260,40413.33333,7763.333333,0,3933.333333,6520,26350,0,0,19776.66667,0,23651.66667,7993.333333,7820,2753.333333,4886.666667,0,0,0,7000,0,0,0,6000,1000,0,88870,0,0,8803.333333,33840,46226.66667,7666.666667,666.6666667,0,0,0,0,0,3666.666667,666.6666667,2666.666667,0,13430,4630,0,0,8800,0,0,0,34333.33333,0,0,1000,33333.33333,0,0,0,0,0,51666.33333,0,0,51666.33333,1833.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.3333333,0,0,666.6666667,333.3333333,0,0,0,0,0,0,0,0,0,0,7666.666667,7666.666667,0,71519.66667,55200,0,4960,0,0,0,11359.66667,0,0,211193.3333,0,0,88650,122543.3333,0,0,0,1,5,41.1,0.4,0.9,5,,,
