가구별 일련번호,가구구분,가구원수,취업인원수,노인가구,모자가구,맞벌이가구,일반가구,세대구분,배우자유무,가구주_가구주와의 관계,가구주_성별,가구주_연령,가구주_학력,가구주_취업여부,가구주_산업코드,가구주_직업코드,가구주_종사상지위,취업배우자,학업배우자,기타배우자,취업자녀수,학업자녀수,기타자녀수,거처구분,자동차 보유댓수(휘발유+경우+LPG),입주형태,월세평가액,전세보증금,월세,주거용 전용면적,주택소유구분,가중치(weight),소득10분위코드(전국_전체가구),소득10분위코드(전국_근로자가구),소득10분위코드(전국_근로자외가구),소득10분위코드(도시_전체가구l),소득10분위코드(도시_근로자가구),소득10분위코드(도시_근로자외가구),소득구간,가계지출,소비지출,01. 식료품 · 비주류음료,곡물,곡물가공품,빵 및 떡류,육류,육류가공품,신선수산동물,염건수산동물,기타수산동물가공,유제품 및 알,유지류,과일 및 과일가공품,채소 및 채소가공품,해조 및 해조가공품,당류 및 과자류,조미식품,기타식품,커피 및 차,쥬스 및 기타음료,02. 주류 · 담배,주류,담배,03. 의류 · 신발,직물 및 외의,내의,기타의복,의복관련서비스,신발,신발서비스,04. 주거 · 수도 · 광열,실제주거비,주택유지 및 수선,상하수도 및 폐기물처리,기타주거관련서비스,연료비,05. 가정용품 · 가사서비스,가구 및 조명,실내장식,가구·조명 및 장식서비스,가정용 섬유,가전 및 가정용기기,가전관련서비스,가사용품,가정용공구 및 기타,가사소모품,가사서비스,06. 보건,의약품,의료용소모품,보건의료용품 및 기구,외래의료서비스,치과서비스,기타의료서비스,입원서비스,07. 교통,자동차구입,기타운송기구구입,운송기구유지 및 수리,운송기구 연료비,기타개인교통서비스,철도운송,육상운송,기타운송,기타교통관련서비스,08. 통신,우편서비스,통신장비,통신서비스,09. 오락·문화,영상음향기기,사진광학장비,정보처리장치,기록매체,영상음향 및 정보기기수리,오락문화 내구재,악기기구,오락문화내구재 유지 및 수리,장난감 및 취미용품,캠핑 및 운동관련용품,화훼관련용품,애완동물관련물품,화훼 및 애완동물서비스,운동 및 오락서비스,문화서비스,복권,서적,기타인쇄물,문구,단체여행비,10. 교육,정규교육,초등교육,중등교육,고등교육,학원 및 보습교육,학생학원교육,성인학원교육,기타교육,11. 음식·숙박,식사비,숙박비,12. 기타 상품 및 서비스,이미용서비스,이미용 기기,위생 및 이미용용품,시계 및 장신구,기타개인용품,복지시설,보험,기타금융,기타서비스,비소비지출,경상조세,비경상조세,연금 기여금,사회보험,이자비용,가구간 이전지출,비영리단체로 이전,도시/읍면부 구분,연차구분,engel,freetime,happy,years,,,
871,1,3,2,0,0,1,0,2,1,2,1,35,5,1,J,3,1,0,0,0,0,0,0,2,1,4,800,160000,0,84,2,4926.3804,9,9,,9,9,,8,1708141,1238653.333,151783.6667,5628.666667,8103.666667,7790.666667,11452.66667,8432,10828.33333,830,3382.666667,11459,1850.333333,18236.66667,5762,1427,15936.66667,3090.333333,21795,6982.333333,8795.666667,1846,1846,0,77577.66667,53060,5923.333333,1572.666667,0,17021.66667,0,100391.3333,0,2276.333333,8394.666667,50140,39580.33333,135630,27056.66667,4064.666667,0,1377.666667,26595.33333,6633.333333,2372.666667,330,7199.666667,60000,45481,23036,3878.666667,3500,14266.33333,800,0,0,102447,0,9633.333333,0,48652.33333,31963.33333,0,3864.666667,8333.333333,0,67540.66667,0,0,67540.66667,65718.66667,7512,0,5073,330,0,0,0,0,8759.333333,0,0,0,0,9426.333333,16168.33333,0,14321.66667,0,4128,0,51433.33333,0,0,0,0,51433.33333,19583.33333,31850,0,338947,314581.6667,24365.33333,99857,19666.66667,0,21700,833.3333333,4372,13616,38069,0,1600,469487.6667,57571,0,98933.33333,66616.66667,0,110333.3333,136033.3333,1,3,12.3,5.3,43.3,3,,,
1093,2,2,2,0,0,0,1,2,3,3,1,27,4,1,J,7,2,0,0,0,0,0,0,5,0,6,250,10000,230,50,2,3080.9833,5,,7,5,,7,4,1574844.5,1245568.5,144360.5,2425,9832,13570.5,5638,1575,6784,2600,4735,9782,1700,20349,14980.5,3139,14869,5515,7756,11547,7563.5,147820,1370,146450,8540,2945,0,1650,0,3945,0,170388.5,115000,0,15038.5,0,40350,14873.5,0,0,0,0,0,4950,55,630,9238.5,0,163833.5,10380,450,0,42841.5,0,0,110162,39125,0,0,0,0,0,0,4625,34500,0,66225,0,0,66225,323177.5,0,0,0,0,0,0,0,0,0,0,0,49703.5,113850,0,154924.5,0,0,4400,300,0,0,0,0,0,0,0,0,0,0,50410,50410,0,116815,0,0,22583,0,125,0,94092,15,0,329276,11314.5,0,44775,46964.5,145222,26500,54500,1,1,11.6,25.9,223.9,1,,,
1194,1,2,2,0,0,1,0,1,1,2,2,30,6,1,J,2,1,0,0,0,0,0,0,2,1,1,840,0,0,60,1,1044.3787,9,8,,9,8,,7,2269110,1660448.5,143553.5,6420,7933.5,7743.5,8773.5,7206.5,3316.5,991.5,2163.5,13973.5,0,7706.5,6903.5,1520,13133.5,12326.5,18145,11896.5,13400,12780,12780,0,125171.5,73871.5,10750,4216.5,4000,32333.5,0,75907.5,0,0,8596,37372.5,29939,53994,5583.5,25739,0,576.5,0,0,7048.5,4275,10771.5,0,192295,62533.5,6496.5,16298.5,95116.5,11516.5,333.5,0,156366.5,0,0,22500,71833.5,43750,0,1500,15000,1783.5,53916,0,2250,51666,185553.5,0,11630,0,0,0,0,0,0,7716.5,7000,0,25416.5,0,9750,106660.5,833.5,6433.5,7738.5,2375,0,14833.5,0,0,0,0,14833.5,0,14833.5,0,502000,481183.5,20816.5,144077.5,2000,0,67860,11700,33000,0,29517.5,0,0,608661.5,121580,0,117110,118505,202905,33166.5,15395,1,2,8.6,11.2,129.3,2,,,
1401,1,3,2,0,0,1,0,2,1,2,2,35,6,1,J,3,1,0,0,0,0,0,0,2,1,1,1185,0,0,59,1,3960.3766,10,9,,9,9,,8,2210730.333,1366559,122038.6667,9408.333333,7567,20027,17061.66667,935,3827,2287.666667,461.6666667,8196.666667,1196,16510,2042,1138.666667,12887,566.3333333,6790,2537.666667,8599.333333,4481.333333,4481.333333,0,218634.3333,190621.6667,7465,1606.333333,0,18941.33333,0,42577.66667,0,5408.333333,5627,19952.66667,11590,47010,771,0,0,973.3333333,13636.66667,0,5496.333333,22062.66667,4070.333333,0,322870.3333,42199.33333,8370.333333,1275,49359.33333,74379.33333,0,147287.6667,51712.66667,0,0,2500,10000,4208.333333,54.33333333,22279.33333,12496,175,31436.66667,0,325,31111.66667,28817.66667,0,412.6666667,0,0,0,0,0,0,3966,3328.666667,1083.333333,0,0,2871,16864.66667,0,0,0,291.6666667,0,16666.66667,0,0,0,0,16666.66667,0,16666.66667,0,314400,314400,0,165913.3333,26412.66667,0,14976,202,3701.333333,58333.33333,33875.66667,0,28412.66667,844171.3333,295702,0,70073,95976,229103,153317.6667,0,1,3,8.9,2.1,23.6,3,,,
1795,2,3,3,0,0,1,0,2,1,2,2,49,6,1,J,3,6,0,0,0,0,0,1,2,0,4,1250,250000,0,115,1,324.964,6,,7,6,,7,5,7364188.333,7197521.667,236776.6667,10633.33333,7436.666667,34650,17833.33333,6833.333333,14966.66667,6766.666667,14823.33333,1660,0,16826.66667,40503.33333,2646.666667,16866.66667,6676.666667,24796.66667,5070,7786.666667,11100,8100,3000,40186.66667,15800,0,0,24386.66667,0,0,1471590,0,1333333.333,18933.33333,72133.33333,47190,3695843.333,1170743.333,0,0,9966.666667,1886666.667,0,361633.3333,38500,11166.66667,217166.6667,6600,0,1500,0,0,5100,0,0,478658.3333,0,0,0,0,0,1666.666667,1100,9225,466666.6667,43728.66667,0,0,43728.66667,121694,0,0,0,0,0,0,0,0,0,0,0,0,0,101333.3333,20227.33333,0,0,0,133.3333333,0,0,0,0,0,0,0,0,0,0,209733.3333,209733.3333,0,881610.6667,11666.66667,0,33600,0,34500,0,377.3333333,0,801466.6667,166666.6667,0,0,50000,100000,0,10000,6666.666667,1,6,3.3,1.7,51.4,6,,,
2245,1,2,2,0,0,0,1,2,3,3,1,26,6,1,J,2,1,0,0,0,0,0,0,2,1,4,900,180000,0,84,2,3109.1749,7,6,,7,6,,5,1205272.5,688583.5,87189.5,0,12845,5287.5,17280,10170.5,0,0,343,8349,225,9417,5860.5,2964,7880,1898,4255.5,187,228,281.5,0,281.5,39295,25073,7307,0,0,6915,0,108816,0,0,9030,39225.5,60560.5,29184.5,0,0,0,3375,0,13769,0,680,11360.5,0,50602,32689.5,0,0,17912.5,0,0,0,56125,0,0,29625,26500,0,0,0,0,0,76618,0,0,76618,31192.5,0,0,0,0,0,0,0,0,0,0,0,0,4194,11250,15749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123350,123350,0,85930,687.5,0,25795,0,11973,0,47474.5,0,0,516689,47223,0,101532,98621.5,0,135000,134312.5,1,1,12.7,4.5,35.8,1,,,
2283,1,5,2,0,0,1,0,2,1,2,2,39,5,1,J,2,7,0,0,0,0,0,0,2,1,1,800,0,0,59,1,901.188,9,8,,9,8,,7,932801,707413.8,88027.4,4680,3750,15938,9340.8,6357,0,990,446.6,4746,0,2559,6397,0,10474,3054,9601,5787,3907,409,409,0,59301,44203,2883,4072,0,8143,0,44002,0,3980,12450,17030,10542,17853,0,0,0,0,0,6400,1950,2369,7134,0,37373,19833,1190,0,16350,0,0,0,84970,0,0,37100,22320,18100,0,7450,0,0,25544,0,0,25544,59548.6,0,0,0,0,0,0,0,0,5820,0,0,0,0,1400,23804.6,0,1150,18000,9374,0,134889.6,0,0,0,0,121889.6,121889.6,0,13000,96029,96029,0,59467.2,21400,0,13331,4500,1050,0,19186.2,0,0,225387.2,55808,0,38060,37344,71279.2,1000,21896,1,4,12.4,8.4,67.6,4,,,
2977,1,3,2,0,0,1,0,2,1,2,2,38,6,1,J,3,1,0,0,0,0,0,0,2,0,1,400,0,0,60,1,1156.8213,7,6,,7,6,,5,1139625,824930,141309.3333,733.3333333,4830,19704.33333,10027.66667,8563.333333,11291.66667,4863.333333,6613.333333,32805,0,13331,3222.666667,1161.666667,7506,644.3333333,7441.666667,6426.666667,2144.333333,15556.66667,8056.666667,7500,62344.33333,42356,15863.33333,2958.333333,0,1166.666667,0,47716,0,0,6342.666667,23409.33333,17964.33333,82362.66667,27050,0,2800,25222.66667,11540,0,9283.333333,3654.333333,2812.666667,0,47796.66667,8483.333333,15546.66667,1108.333333,22658.33333,0,0,0,177402,0,0,1650,29166.66667,146585.3333,0,0,0,0,48660,0,0,48660,24726,0,0,0,0,0,0,0,0,9952.666667,1231.666667,0,0,0,0,9441.666667,0,4100,0,0,0,0,0,0,0,0,0,0,0,0,102925,102925,0,74132,666.6666667,0,9429.333333,416.6666667,20141.66667,0,43477.66667,0,0,314695,100589.3333,0,69493.33333,64612.66667,0,58333.33333,21666.66667,1,3,17.1,3,17.5,3,,,
3473,1,3,2,0,0,1,0,2,1,2,2,31,5,1,J,2,1,0,0,0,0,0,0,2,1,1,1200,0,0,125,1,2289.6104,9,8,,9,8,,7,1602568.667,1091416.333,177195,7808.333333,6572.666667,12186.66667,16355,6944.666667,8143.333333,2241.333333,1492,21225.66667,1578,18475,7932,1644.666667,17811.33333,1698.333333,31408.66667,6302.666667,7375,26412.66667,25141.66667,1271,51876,33271.33333,1409.333333,2988.666667,9750,4456.666667,0,142614.6667,0,0,10759.33333,91359.66667,40496,94607,14663.33333,3789.333333,458.3333333,35057.66667,19940,250,11028.33333,3384.666667,6036,0,80131.33333,16852,20092.66667,9124.333333,34062.66667,0,0,0,89155.66667,0,0,18279.33333,41377.33333,10466,2708.333333,5396,7283.333333,3646,29046,0,0,29046,41781.66667,0,0,0,2151.666667,0,0,0,0,16674.66667,0,0,0,0,2887.666667,17788.66667,312.6666667,562.6666667,0,1404.333333,0,1080,0,0,0,0,1080,1080,0,0,128192,121525.3333,6666.666667,229325,14791.66667,508.3333333,12281.66667,275,3287.666667,22458.33333,45401.66667,0,130321,511152.3333,68783,0,54661.66667,58485.33333,155480.6667,144575,29166.66667,1,2,16.2,3.8,23.6,2,,,
4297,1,2,2,0,0,0,1,2,2,3,2,27,5,1,J,2,1,1,0,0,0,0,0,2,1,1,1200,0,0,59,1,5143.6952,9,9,,9,9,,8,1616348,1144111.5,159794.5,7967,5604.5,8686.5,22280.5,13299.5,3195,155,2801.5,19829.5,0,24327.5,17010.5,3749,2419.5,8147,17208.5,1903,1212.5,3656.5,3656.5,0,76655.5,55800,4862.5,1944,5812.5,8237,0,94327.5,0,5500,9013,31195.5,48619,106667,84375,0,0,275,9844,0,3455,2393,6325,0,107273,12549,3430.5,33125,19106.5,0,39062.5,0,121194,0,0,7125,32062.5,4006.5,0,2562.5,75437.5,0,35560,0,0,35560,71594,0,0,0,0,0,9875,0,0,0,312.5,0,0,0,562.5,10062.5,156.5,0,0,0,50625,0,0,0,0,0,0,0,0,0,220825,220825,0,146565.5,46312.5,0,15430.5,2500,625,0,67947.5,0,13750,472236,52054.5,3500,90152,94873.5,15875,206406.5,9375,1,1,14,6.3,44.8,1,,,
4343,1,3,2,0,0,0,1,2,3,3,2,30,6,1,J,2,1,0,0,0,0,0,0,2,0,5,600,71000,135,59,2,3699.144,6,5,,6,5,,4,1374004.333,1242689.667,148618,7500.666667,7314.666667,6464,36640,3626,3002.666667,2059.333333,810.6666667,10208,0,24184.66667,21845.33333,1303.333333,8244.666667,3150,7461.333333,3148.666667,1654,10274.66667,10274.66667,0,77542,51396.66667,19052.66667,5859.333333,933.3333333,300,0,122346,77880,0,9283.333333,21486.66667,13696,37732.66667,20333.33333,0,0,3046.666667,0,0,2600,6020.666667,5732,0,148341.3333,58027.33333,2233.333333,0,87727.33333,353.3333333,0,0,130252.6667,0,0,0,5458.666667,12004,7246.666667,23726.66667,81316.66667,500,32054.33333,718,0,31336.33333,150439.6667,0,0,9933.333333,460,0,0,0,5333.333333,2066.666667,0,5566.666667,25562.33333,0,2060,12496.66667,166.6666667,14353.33333,1242.666667,7994,63204,26666.66667,0,0,0,0,26666.66667,0,26666.66667,0,226082.6667,214468.6667,11614,132339,22766.66667,0,18063.33333,3940,19306.66667,0,65495.66667,0,2766.666667,131314.6667,11692,0,37485.33333,16637.33333,0,52166.66667,13333.33333,1,2,12,12.1,101.2,2,,,
4522,1,3,2,0,0,1,0,2,1,2,2,36,6,1,J,2,1,0,0,0,0,0,0,2,2,1,2100,0,0,85,1,9053.0221,10,9,,10,9,,8,1820808.333,1397418.333,146534.3333,0,1252.333333,5622,3834,1055.333333,554.6666667,0,0,5837,0,11402.66667,3740,444.3333333,13572.33333,720.6666667,92438,50.33333333,6010.666667,2079.666667,2079.666667,0,45560.33333,28068.33333,0,6187,3307.333333,7997.333333,0,87724,0,993.3333333,22106.33333,28455.66667,36169,435255.6667,8298.666667,0,0,1255.666667,0,5833.333333,652,1376.666667,3024.666667,414814.6667,24139.66667,14773,0,3659.333333,2003.666667,3703.666667,0,0,154062.3333,0,0,18285.66667,72389,57337,5026,0,0,1024.666667,24860,107,0,24753,113389.6667,503,0,43418.33333,1111,0,0,0,0,11103.66667,19205.66667,255.6666667,0,0,21818.66667,12846.66667,0,2678.666667,0,448,0,167037,0,0,0,0,68518.66667,64814.66667,3703.666667,98518.66667,117969.3333,117969.3333,0,78806.33333,14092.66667,0,17613,1311.333333,490.3333333,19852,25341.66667,0,105.6666667,423390,124292.6667,0,117000,108023.3333,0,74074,0,1,3,10.5,8.1,77.4,3,,,
4563,1,3,2,0,0,1,0,2,1,2,2,37,6,1,J,2,1,0,0,0,0,0,0,2,1,1,1100,0,0,85,1,1585.235,10,10,,10,10,,8,2580608.333,1522001.667,210503,0,2595,20876.66667,15101,13070,9604,1316.666667,4230,7251.666667,2175,11826.66667,8740.666667,663.3333333,34735.66667,4503.333333,60086.66667,5493.333333,8233.333333,110896.6667,110896.6667,0,43583.33333,35460,2633.333333,500,0,4990,0,63830,0,0,10350,44120,9360,16751.66667,0,3833.333333,0,0,0,0,0,11951.66667,966.6666667,0,31950,14233.33333,0,16666.66667,1050,0,0,0,96695,0,0,0,32936.66667,33041.66667,1000,29716.66667,0,0,70352.66667,0,23316.66667,47036,65301.66667,0,0,0,0,0,0,0,0,9416.666667,1466.666667,0,0,0,17916.66667,31551.66667,0,600,1016.666667,3333.333333,0,280833.3333,276666.6667,276666.6667,0,0,4166.666667,4166.666667,0,0,418316.6667,270816.6667,147500,112988.3333,3858.333333,0,21129,0,5057,0,82944,0,0,1058606.667,258220,0,143880,166973.3333,266666.6667,200000,22866.66667,1,3,13.8,4.3,31,3,,,
4613,1,4,2,0,0,1,0,2,1,2,1,45,6,1,J,3,1,0,0,0,0,0,0,2,1,6,1200,160000,100,60,2,5947.6706,9,9,,9,9,,8,1495176.25,1029223.75,183166.75,11295.75,8969.5,10612,39301,15318.5,4003.25,2703,3439.25,18713.25,582,18458,13988.5,2413.25,14008,3151.25,12027.5,1715.5,2467,17580.5,11955.5,5625,91396.75,75520.75,3283.25,1248,0,11344.5,0,78506.75,25000,0,9525.75,19687,24293.75,88613.75,0,0,0,0,0,4770.75,325,1029.25,3322,79166.75,14701.25,7841.25,6618.25,0,241.75,0,0,0,73762.5,0,0,0,22916.75,83.25,2716.75,43483.25,4500,62.5,44552.75,0,329.25,44223.5,36113.25,0,0,208.25,1375,0,0,0,0,912.5,0,1041.75,495.75,0,17408.25,11463.75,0,2541.75,0,666.25,0,175154.25,0,0,0,0,169562.5,169562.5,0,5591.75,137249.5,135499.5,1750,88426,17125,2621.25,11496.75,2208.25,3887.5,0,32337.25,0,18750,465952.75,77719.5,3244.5,221589.25,80972,8838.5,37500,36088.75,1,5,17.8,3.5,19.7,5,,,
4652,1,2,2,0,0,1,0,1,1,2,2,41,6,1,J,2,1,0,0,0,0,0,0,2,0,1,800,0,0,84,1,2024.1975,10,10,,10,10,,8,2576219,1295192.5,383341.5,10500,6928.5,74378.5,53625,0,0,7466.5,34273.5,22665,12015,32851.5,23756.5,4378.5,52293.5,8116.5,13296.5,22613.5,4183.5,0,0,0,53996.5,40933.5,0,13063.5,0,0,0,114330,0,34791.5,3523.5,45056.5,30958.5,76360,0,0,0,39466.5,12385,3223.5,0,996.5,20288.5,0,101095,58386.5,1908.5,6750,34050,0,0,0,48826.5,0,0,0,0,0,18333.5,0,30493.5,0,44766.5,0,1650,43116.5,188821.5,0,0,0,0,0,0,0,0,0,0,0,46995,122500,0,13876.5,833.5,0,2833.5,1783.5,0,0,0,0,0,0,0,0,0,0,155333.5,155333.5,0,128321,0,0,43145,0,1633.5,0,83542.5,0,0,1281026.5,488875,0,210465,234186.5,0,317500,30000,1,4,29.6,14.6,49.3,4,,,
4732,1,3,2,0,0,1,0,2,1,2,2,39,6,1,J,3,2,0,0,0,0,0,0,2,1,1,1500,0,0,73,1,6126.8613,10,10,,10,10,,8,2268912,1619474.667,111095.6667,7451.333333,4686.666667,13696.66667,8770,12633.33333,0,1480,3866.333333,9692,94.33333333,4547,7142.333333,589.6666667,7085.666667,2277.666667,19088.66667,3774.666667,4219.333333,16229.33333,16229.33333,0,92346.66667,42315,10419,2463.666667,21162.33333,15986.66667,0,86171,0,0,17136.33333,39473.66667,29561,50178.66667,0,0,0,11050,15155.66667,5633.333333,3110,647,14582.66667,0,30866.66667,13855.66667,5233.333333,4762,6049,966.6666667,0,0,37601,0,0,1709.666667,31428.66667,743,0,1038,1191.333333,1490.333333,37802,0,288,37513.66667,394189.3333,0,0,3790.333333,0,0,0,267.6666667,0,2933.333333,1285.666667,0,0,0,16457,11919,0,19586.66667,4095.333333,3235.333333,330619,402900,0,0,0,0,399843,399843,0,3057,294669,267023,27646.33333,65425.33333,8666.666667,0,32771.33333,423.6666667,4698.666667,0,18560,0,304.6666667,649437.3333,291179.3333,0,69160.66667,62318.33333,217255,9523.666667,0,1,4,6.9,24.3,354.8,4,,,
4736,2,5,3,0,0,1,0,3,1,2,1,52,6,1,J,5,1,0,0,0,0,0,0,2,2,1,700,0,0,134,1,3725.0723,10,,10,10,,10,8,1746175.2,1515189.4,168680.2,7747.6,8622.6,16672,20391.8,1520,2820,2454.6,1248.6,14133.6,1400,21991,37309.8,1200,7729,6785.6,4227,4970,7457.6,33308,13508,19800,146525,95854.6,8083.6,2375,2310,34902,3000,69413,0,550,8462.6,35346,25054.6,27637.4,1540,0,0,0,0,0,14649.4,3100,8348,0,301958,61340.6,1642.6,2500,90360,146115,0,0,144311.6,0,0,4815,47950,3036.6,88,58069,29503,850,34979.6,138.6,0,34841,73490,0,0,750,0,1500,0,0,0,110,3970.6,1715,300,0,22925,8037,625,10447.6,0,5815,17295,207500,0,0,0,0,207500,207500,0,0,179221.8,179221.8,0,128165.4,15225,0,30272.6,2985,20663,0,34248.8,0,24771,230985.8,79732.4,0,28572,19861.6,0,96820,6000,1,6,11.1,4.9,43.6,6,,,
4796,2,2,1,0,0,0,1,2,3,3,1,31,6,1,J,2,1,0,0,0,0,0,0,2,1,5,141,18000,69,37,2,2491.7728,8,,9,8,,9,6,1582649.5,1248458.5,73527.5,0,10331.5,7962.5,11857.5,0,2264,1250,2112.5,1552.5,876.5,4371.5,4209,0,5465,1051.5,14302.5,3022.5,2900,10352.5,10352.5,0,100600,89125,0,0,1600,9875,0,95269,34884,625,10401.5,36610,12749,6760,3125,0,0,0,0,0,625,500,2510,0,31587.5,12125,0,0,18937.5,525,0,0,209710,0,0,14625,76750,61454,0,37875,18006.5,1000,261747.5,314,198375,63059,24204,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,10766.5,5312.5,0,0,125,0,0,0,0,0,0,0,0,0,0,418712.5,413712.5,5000,15988,9125,0,5410,0,0,0,140.5,62.5,1250,334191,93241.5,0,80156.5,75139,20280,11562.5,53812.5,1,2,5.9,1.9,32.9,2,,,
4824,1,3,2,0,0,1,0,2,1,2,2,37,6,1,J,2,5,0,0,0,0,0,0,2,1,4,525,150000,0,59,2,1073.6886,8,7,,8,7,,6,1646886,997388,115896.6667,0,4223.333333,3333.333333,48463.33333,13010,3666.666667,2300,830,4100,0,12006.66667,13296.66667,2256.666667,2020,663.3333333,5726.666667,0,0,2660,2660,0,66000,32666.66667,0,0,0,33333.33333,0,113756.6667,0,0,2186.666667,27190,84380,14750,0,0,0,0,0,14333.33333,0,0,416.6666667,0,18100,5733.333333,0,0,7700,4666.666667,0,0,86140,0,0,0,53333.33333,0,0,0,32806.66667,0,43618.66667,0,0,43618.66667,103360,0,0,0,0,0,0,0,0,18333.33333,0,0,0,0,73500,2393.333333,0,1800,0,7333.333333,0,153333.3333,76666.66667,76666.66667,0,0,76666.66667,76666.66667,0,0,230800,230800,0,48972.66667,0,0,1000,1333.333333,666.6666667,0,45972.66667,0,0,649498,89246.66667,0,100123.3333,99313.33333,114148,233333.3333,13333.33333,1,3,11.6,10.4,89.2,3,,,
4865,1,4,2,0,0,1,0,2,1,2,1,47,6,1,J,2,5,0,0,0,0,0,0,2,1,4,1800,38000,0,101,2,1670.0931,9,9,,9,9,,8,1284253,779048,190003.75,1748.75,9532.5,15125,26133.75,7841.25,2486.25,1373.75,2571.25,16596.25,435,25435,10788.75,3990,30148.75,9536.25,21013.75,2746.25,2501.25,0,0,0,28053.75,15396.25,7282.5,375,0,5000,0,53377,0,0,6840.5,35273,11263.5,30855,0,0,0,0,0,25975,0,1187.5,3692.5,0,53920,11896.25,3111.25,7250,28325,3337.5,0,0,46425,0,0,375,16250,3500,25050,1250,0,0,20617.5,0,0,20617.5,110127.5,0,0,0,0,0,0,0,0,1246.25,1000,0,0,0,4625,10712.5,0,12531.25,0,4012.5,76000,102295,0,0,0,0,63800,63800,0,38495,99837.5,99837.5,0,43536,0,0,11107.5,0,4162.5,0,28266,0,0,505205,81562.5,0,111250,47892.5,17000,125000,122500,1,5,24.4,14.1,58,5,,,
4929,1,2,2,0,0,0,1,2,3,3,2,26,6,1,J,2,1,0,0,0,1,0,0,4,0,1,500,0,0,33,1,635.5321,6,5,,6,5,,5,862853,735088,193855,0,495,6250,18975,5000,2150,0,35000,24930,0,7940,62375,3745,6955,3990,16050,0,0,1250,1250,0,77500,77500,0,0,0,0,0,48185,0,0,7855,0,40330,5440,0,0,0,0,0,0,0,0,5440,0,60300,50000,10300,0,0,0,0,0,92700,0,0,0,0,0,0,0,92700,0,83365,0,0,83365,14671.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14671.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68000,68000,0,89821.5,6000,0,0,0,0,0,77821.5,6000,0,127765,13000,0,47925,45840,0,0,21000,1,1,26.4,2,7.6,1,,,
4937,1,2,2,0,0,1,0,1,1,2,2,30,5,1,J,3,1,0,0,0,0,0,0,2,1,1,700,0,0,50,1,4143.1717,7,6,,7,6,,5,1954390.5,1290605.5,100069,290,9437.5,4271,20026.5,7199,658.5,0,1389,4346.5,473.5,15115.5,16336,786.5,4095,4074,6118,748.5,4704,19102.5,19102.5,0,144500,141583.5,0,750,1083.5,1083.5,0,98268,0,0,18411.5,54181,25675.5,35929,0,0,0,2116.5,2166.5,0,24644,2596,4406,0,20866.5,7491.5,666.5,0,12708.5,0,0,0,51318.5,0,0,12500,29918.5,5000,0,3900,0,0,24902,0,0,24902,221195,0,0,0,0,0,0,0,0,0,67166.5,0,0,0,57166.5,13403.5,0,0,0,125,83333.5,121583.5,0,0,0,0,121583.5,0,121583.5,0,351941.5,351941.5,0,100929.5,61250,0,10116.5,0,1791.5,0,27771.5,0,0,663785,41106.5,0,90000,83095,200000,204166.5,45416.5,1,2,7.8,17.1,221,2,,,
5001,1,4,2,0,0,0,1,3,3,4,1,49,4,1,J,3,1,0,0,0,0,0,0,2,1,4,850,200000,0,85,2,1787.3042,9,8,,9,8,,7,914547,617404.5,90357.5,0,7110,1625,26456.25,6972.5,1225,362.5,8286.25,5071.25,968.75,7837.5,11172.5,2232.5,1772.5,8392.5,872.5,0,0,4138.75,4138.75,0,0,0,0,0,0,0,0,67587.5,0,0,9540,23451.25,34596.25,8867.5,0,0,0,0,0,0,5700,125,3042.5,0,17125,10087.5,0,0,7037.5,0,0,0,45148.75,0,0,5000,33898.75,0,0,0,6250,0,47916.5,0,0,47916.5,63577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22827,0,3125,0,500,37125,125000,0,0,0,0,125000,125000,0,0,86137.5,86137.5,0,61548.75,4375,0,3862.5,0,0,0,18311.25,0,35000,297142.5,68727.5,0,47362.5,56052.5,125000,0,0,1,6,14.6,10.3,70.4,6,,,
5179,2,3,2,0,0,1,0,2,1,2,2,46,7,1,J,2,5,0,0,0,0,0,0,1,1,1,966,0,0,175,1,6427.4132,4,,6,,,,3,1422486.667,1091086.667,81698.66667,9614.333333,3227.666667,11601.33333,12386.33333,7296.666667,119,447.6666667,1300,8185.666667,321.3333333,6441.333333,5019,664.3333333,6205.666667,1564.333333,1770.333333,4914.333333,619,76.33333333,76.33333333,0,43018,31219,3235.333333,2706.666667,0,5857,0,50925.33333,0,0,543,0,50382.33333,14085.66667,0,0,0,0,285.6666667,11266.66667,0,428.6666667,2104.666667,0,31925.33333,1514.333333,2340.333333,10057,14104.66667,0,3908.666667,0,164683,0,0,45428.66667,26916.66667,4183,288,95.33333333,87771.33333,0,23210,0,0,23210,297116.6667,0,0,0,0,1047.666667,0,0,0,666.6666667,0,6190.333333,0,0,1809.666667,15494,0,27634,9123.666667,638,234512.3333,215042.3333,0,0,0,0,208881,199357,9523.666667,6161.333333,90081,90081,0,79225,18809.66667,3281,25167,0,95.33333333,0,30991.33333,0,881,331400,4905.666667,864.3333333,89047,96583,0,84762,55238,0,5,7.5,27.2,363.7,5,,,
